"Trial"	"Code"	"ResponseCode"	"Accuracy"	"RT"	"cumTime"	"Subject"	"Congruency"	"Task"	"Gender"	"Race"	"Valence"	"Switch"
50	80	12	1	139	19045	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	159	19314	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	154	19604	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	104	19891	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	117	20127	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	11	1	112	20377	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	147	20621	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	12	1	129	20900	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	142	21160	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
59	60	12	1	114	21433	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
60	70	11	1	188	21680	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
61	63	11	1	109	22000	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
62	62	11	1	93	22240	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
63	61	12	1	143	22466	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
64	60	12	1	118	22739	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
65	80	12	1	216	22989	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
66	62	11	1	154	23336	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
67	62	11	1	158	23622	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	11	1	171	23912	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	117	24215	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	139	24465	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	178	24735	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	142	25045	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	80	12	1	206	25318	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
74	60	12	1	125	25655	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
75	60	12	1	125	25911	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
76	63	11	1	114	26168	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
77	70	11	1	169	26414	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
78	60	12	1	154	26714	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
79	63	11	1	141	27001	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
80	80	12	1	180	27274	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
81	70	2	0	223	27587	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
82	61	12	1	184	28070	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
83	60	12	1	169	28387	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
84	63	11	1	152	28687	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
85	70	11	1	373	28970	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
86	62	11	1	145	29476	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
87	60	12	1	173	29753	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
88	62	11	1	120	30059	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
89	61	12	1	139	30313	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
90	63	11	1	162	30586	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
91	70	2	0	148	30879	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
92	70	11	1	520	31285	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
93	63	12	1	241	31935	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
94	60	12	1	117	32308	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
95	62	2	0	242	32558	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
96	80	12	1	343	33058	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
97	62	11	1	143	33531	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
98	80	12	1	138	33808	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
99	63	11	1	131	34077	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
100	63	11	1	123	34341	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
101	70	11	1	166	34597	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
102	60	12	1	153	34894	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
103	80	12	1	167	35180	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
104	61	12	1	185	35480	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
105	61	12	1	111	35797	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
106	80	12	1	237	36040	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
107	63	11	1	154	36410	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
108	70	11	1	465	36696	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
109	70	11	1	192	37292	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
110	62	11	1	185	37616	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
111	62	11	1	164	37932	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
112	61	12	1	133	38229	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
113	80	12	1	169	38495	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
114	60	12	1	145	38795	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
115	80	12	1	201	39072	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
116	63	11	1	148	39405	"021"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
117	61	12	1	231	39685	"021"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
118	80	12	1	160	40048	"021"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
119	62	11	1	215	40341	"021"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
120	70	2	0	143	40688	"021"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
121	60	12	1	216	41091	"021"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
1	70	12	1	191	472	"022"	"congruent"	"Word"	NA	NA	"Bad"	NA
2	80	11	1	153	795	"022"	"congruent"	"Word"	NA	NA	"Good"	"Stay"
3	60	12	1	186	1081	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
4	60	12	1	178	1398	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
5	70	12	1	167	1708	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
6	61	12	1	349	2008	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
7	62	11	1	172	2491	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
8	80	11	1	209	2794	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
9	63	11	1	172	3134	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
10	63	11	1	154	3437	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
11	63	11	1	158	3723	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
12	80	11	1	185	4013	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
13	60	12	1	191	4330	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
14	61	12	1	220	4653	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
15	62	11	1	149	5006	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
16	70	12	1	224	5286	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
17	70	12	1	360	5642	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
18	62	11	1	398	6132	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
19	80	11	1	141	6662	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
20	63	11	1	179	6935	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
21	80	11	1	194	7245	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
22	61	12	1	182	7572	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
23	63	11	1	191	7885	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
24	70	12	1	294	8208	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
25	60	12	1	232	8634	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
26	62	11	1	172	8997	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
27	80	11	1	328	9301	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
28	62	11	1	199	9760	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
29	62	11	1	231	10090	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
30	63	11	1	188	10453	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
31	70	1	0	148	10773	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
32	61	1	0	260	11180	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
33	60	12	1	250	11700	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
34	60	12	1	136	12083	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
35	80	11	1	176	12353	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
36	61	12	1	207	12662	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
37	70	12	1	248	13002	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
38	63	11	1	273	13382	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
39	63	11	1	165	13789	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
40	70	12	1	202	14085	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
41	62	11	1	225	14418	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
42	80	11	1	141	14775	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
43	61	12	1	168	15048	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
44	60	12	1	186	15348	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
45	61	12	1	133	15668	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
46	61	12	1	180	15934	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
47	70	12	1	139	16247	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
48	63	11	1	305	16517	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
49	62	11	1	133	16954	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
50	80	11	1	130	17220	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	177	17483	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	154	17793	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	136	18080	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	306	18346	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	11	1	148	18783	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	158	19063	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	11	1	146	19353	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	256	19632	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
59	60	12	1	145	20019	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
60	70	12	1	190	20295	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
61	63	11	1	262	20615	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
62	62	11	1	149	21008	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
63	61	12	1	164	21288	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
64	60	12	1	152	21585	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
65	80	11	1	205	21868	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
66	62	11	1	244	22204	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
67	62	11	1	201	22581	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	12	1	197	22914	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	177	23244	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	145	23554	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	157	23830	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	232	24120	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	80	11	1	135	24483	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
74	60	12	1	228	24750	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
75	60	12	1	138	25110	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
76	63	11	1	154	25380	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
77	70	12	1	172	25666	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
78	60	12	1	204	25969	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
79	63	11	1	179	26306	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
80	80	11	1	158	26616	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
81	70	12	1	224	26906	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
82	61	12	1	196	27262	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
83	60	12	1	122	27592	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
84	63	11	1	173	27845	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
85	70	12	1	182	28152	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
86	62	11	1	161	28465	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
87	60	12	1	200	28758	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
88	62	11	1	309	29091	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
89	61	12	1	147	29531	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
90	63	11	1	174	29811	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
91	70	12	1	223	30117	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
92	70	12	1	164	30471	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
93	63	12	1	197	30767	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
94	60	12	1	161	31097	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
95	62	11	1	194	31390	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
96	80	11	1	190	31717	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
97	62	11	1	342	32040	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
98	80	11	1	150	32513	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
99	63	11	1	234	32796	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
100	63	11	1	132	33163	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
101	70	12	1	204	33426	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
102	60	12	1	238	33762	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
103	80	11	1	159	34132	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
104	61	12	1	194	34422	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
105	61	12	1	151	34748	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
106	80	11	1	171	35032	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
107	63	11	1	180	35335	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
108	70	12	1	185	35648	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
109	70	12	1	209	35965	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
110	62	11	1	310	36304	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
111	62	11	1	139	36744	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
112	61	12	1	190	37014	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
113	80	11	1	210	37337	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
114	60	12	1	174	37680	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
115	80	11	1	186	37987	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
116	63	11	1	242	38303	"022"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
117	61	12	1	181	38677	"022"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
118	80	11	1	164	38990	"022"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
119	62	11	1	169	39286	"022"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
120	70	12	1	260	39586	"022"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
121	60	12	1	192	39976	"022"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
1	70	11	1	549	429	"022"	"incongruent"	"Word"	NA	NA	"Bad"	NA
2	80	12	1	198	1109	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Stay"
3	60	12	1	246	1439	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
4	60	12	1	164	1815	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
5	70	11	1	296	2112	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
6	61	12	1	798	2542	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
7	62	11	1	180	3471	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
8	80	12	1	307	3781	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
9	63	11	1	322	4221	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
10	63	11	1	238	4674	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
11	63	11	1	356	5044	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
12	80	12	1	272	5533	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
13	60	12	1	247	5937	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
14	61	12	1	168	6317	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
15	62	11	1	170	6616	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
16	70	11	1	244	6919	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
17	70	11	1	161	7296	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
18	62	2	0	289	7589	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
19	80	12	1	1022	8136	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
20	63	11	1	641	9292	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
21	80	12	1	382	10065	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
22	61	1	0	296	10578	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
23	63	11	1	354	11134	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
24	70	2	0	310	11621	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
25	60	12	1	706	12190	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
26	62	11	1	242	13027	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
27	80	12	1	284	13403	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
28	62	11	1	232	13819	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
29	62	11	1	280	14183	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
30	63	11	1	185	14596	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
31	70	11	1	309	14912	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
32	61	12	1	270	15352	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
33	60	12	1	289	15752	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
34	60	12	1	186	16172	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
35	80	12	1	289	16492	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
36	61	12	1	252	16911	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
37	70	11	1	403	17294	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
38	63	11	1	258	17828	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
39	63	11	1	149	18217	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
40	70	11	1	326	18497	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
41	62	11	1	196	18957	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
42	80	12	1	385	19284	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
43	61	12	1	338	19800	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
44	60	12	1	138	20270	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
45	61	12	1	149	20540	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
46	61	12	1	152	20819	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
47	70	11	1	282	21103	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
48	63	11	1	379	21516	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
49	62	11	1	136	22029	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
50	80	12	1	263	22299	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	271	22695	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	156	23098	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	163	23385	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	187	23681	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	11	1	157	24001	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	163	24291	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	12	1	316	24584	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	291	25031	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
59	60	12	1	147	25454	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
60	70	11	1	253	25734	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
61	63	11	1	366	26120	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
62	62	11	1	181	26617	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
63	61	12	1	227	26930	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
64	60	12	1	282	27290	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
65	80	12	1	332	27703	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
66	62	11	1	256	28166	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
67	62	11	1	124	28552	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	11	1	306	28809	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	166	29245	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	258	29542	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	218	29932	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	146	30282	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	80	12	1	231	30558	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
74	60	12	1	161	30921	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
75	60	12	1	146	31214	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
76	63	11	1	290	31491	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
77	70	11	1	238	31914	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
78	60	12	1	234	32284	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
79	63	11	1	219	32650	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
80	80	12	1	213	33000	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
81	70	11	1	210	33343	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
82	61	12	1	228	33687	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
83	60	12	1	141	34046	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
84	63	11	1	172	34320	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
85	70	11	1	229	34623	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
86	62	11	1	186	34986	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
87	60	12	1	193	35306	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
88	62	11	1	178	35632	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
89	61	12	1	311	35942	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
90	63	11	1	177	36385	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
91	70	11	1	224	36695	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
92	70	11	1	241	37052	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
93	63	12	1	324	37425	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
94	60	12	1	144	37881	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
95	62	11	1	158	38158	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
96	80	12	1	213	38448	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
97	62	11	1	270	38794	"022"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
98	80	12	1	240	39197	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
99	63	11	1	303	39567	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
100	63	11	1	227	40004	"022"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
101	70	11	1	327	40363	"022"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
102	60	12	1	241	40823	"022"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
103	80	12	1	587	41196	"022"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
104	61	12	1	233	41916	"022"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
